index,model_name,question,reference_answer,model_answer,error
10,google/gemma-2-2b-it,"Anayasa madde 129'a göre, devlet memurları ve diğer kamu görevlilerinin görev ve sorumluluklarının korunması için hangi şartlar sağlanmalıdır?","Anayasa madde 129, devlet memurları ve diğer kamu görevlilerinin görev ve sorumluluklarının korunması için, kamu görevlilerinin anayasaya ve kanunlara sadakatle bağlı kalmaları, halkın hizmetinde dürüstlükle çalışmaları, tarafsız davranmaları ve amirlerine itaat etmeleri şartını anayasal güvence altına alarak güvenceler sağlar.","Anayasa madde 129'a göre, devlet memurları ve diğer kamu görevlilerinin görev ve sorumluluklarının korunması için **devlet memurları ve diğer kamu görevlilerinin haklarının ve yükümlülüklerinin korunması** sağlanmalıdır",
11,google/gemma-2-2b-it,Milletvekilliğinin düşmesi kararına itiraz nasıl yapılır,"Milletvekilliğinin düşmesi kararına, anayasa mahkemesi'ne bireysel başvuru yapılarak itiraz edilebilir. anayasa mahkemesi, kararın anayasal ve yasal esaslara uygunluğunu denetler.","Milletvekilliğinin düşmesi kararına itiraz etmek için, **yargıya başvurmak** gerekir. 

**İtirazın yapılabilmesi için:**

* **Yasal bir yol:** Milletvekilliği düşmesi kararına itiraz etmek için",
12,google/gemma-2-2b-it,"Anayasa madde 151, anayasa mahkemesi'ne bireysel başvuru yapma yetkisinin sınırlandırılmasını nasıl düzenler","Anayasa madde 151, anayasa mahkemesi'ne bireysel başvuru yapma yetkisinin sınırlandırılmasını, anayasa'da güvence altına alınmış temel hak ve özgürlüklerin, avrupa i̇nsan hakları sözleşmesi kapsamındaki hakların kamu gücü tarafından ihlal edildiği iddiasıyla ve olağan kanun yollarının tüketilmesinden sonra bireysel başvuru yapılma şartı ile düzenler. bu sınırlamalar, bireysel başvuru yapma yetkisini ihlal etmemeli ve ölçülülük ilkesine uygun olmalıdır. bu hüküm, bireysel başvuru yapma yetkisinin korunmasını ve sınırlamaların keyfi olmamasını sağlar.","Anayasa madde 151, anayasa mahkemesi'ne bireysel başvuru yapma yetkisinin sınırlandırılmasını **Anayasa'nın 151. maddesinde belirtilen yetki sınırlandırılmasını** düzenler.",
13,google/gemma-2-2b-it,Beyanname nedir?,"Katma değer vergisi, mal ve hizmet teslimlerinde alınan, nihai tüketicinin ödediği dolaylı bir vergidir.","Beyanname, bir mahkeme tarafından tarafların anlaşmazlıkları hakkında karar verdikten sonra, tarafların bu kararın doğruluğunu ve haklarını belirlemek için tarafların tarafında bir belge olarak hazırlanır.",
14,google/gemma-2-2b-it,İşsizlik maaşı nasıl hesaplanır?,"İşsizlik maaşı, son 4 aylık brüt kazançların ortalaması alınarak hesaplanır. brüt kazancın %40'ı oranında maaş ödenir.","İşsizlik maaşı, işsizliğin süresi ve maaşınızın ortalama miktarı dikkate alınarak hesaplanır. Genellikle, işsizliğin ilk 3 ayında %80 oranında maaşınızın ortalaması üzerinden hesaplanır. Daha sonra bu",
15,google/gemma-2-2b-it,"Anayasa madde 9'a göre, yargı yetkisinin tarafsız ve bağımsız bir şekilde kullanılması nasıl sağlanır","Anayasa madde 9'a göre, yargı yetkisinin tarafsız ve bağımsız bir şekilde kullanılması, yargı organlarının karar verirken hiçbir baskı, etki veya müdahale altında kalmadan hareket etmeleri ile sağlanır. yargı organları, yargı yetkisini millet adına kullanarak adaletin tarafsız ve objektif bir şekilde sağlanmasını temin eder. bu hüküm, yargı organlarının bağımsızlığını ve tarafsızlığını güvence altına alır.","Anayasa madde 9, yargı yetkisinin tarafsız ve bağımsız bir şekilde kullanılması için **yargı kuruluşu'nun bağımsızlığı ve yargı kararlarının güvenilirliği** üzerine odaklanır. Bu, yargı",
16,google/gemma-2-2b-it,Kira tespit davası nedir?,"Kira tespit davası, kira bedelinin taraflar arasında anlaşmazlık konusu olması durumunda, kira bedelinin mahkeme tarafından belirlenmesi için açılan davadır.","Kira tespit davası, bir kiracı ve kiracı tarafından kiralanan bir malın veya işyeri için kira ödemeleri konusunda anlaşmazlıklar yaşanması durumunda, tarafların anlaşmazlıkları çözmek için açılan bir dava türüdür.",
17,google/gemma-2-2b-it,Şiddet mağdurları için hangi tedbirler alınabilir?,"Aile mahkemesi, şiddete yönelik söz ve davranışlarda bulunulmaması, müşterek evden uzaklaştırma gibi tedbirler alabilir.","Şiddet mağdurları için çeşitli tedbirler alınabilir. Bunlar arasında:

* **Psikolojik destek:** Şiddet mağdurlarına psikolojik destek sağlamak, yaşadıkları travmayı atlatmalarını ve iyileşme sürecinde",
18,google/gemma-2-2b-it,"Devlet, yabancı ülkelerde çalışan türk vatandaşlarının aile birliğini nasıl korur?","Devlet, yabancı ülkelerde çalışan türk vatandaşlarının aile birliğinin, çocuklarının eğitiminin, kültürel ihtiyaçlarının ve sosyal güvenliklerinin sağlanması, anavatanla bağlarının korunması ve yurda dönüşlerinde yardımcı olunması için gereken tedbirleri alır. (madde 62)","Devlet, yabancı ülkelerde çalışan Türk vatandaşlarının aile birliğini korurken, **yabancı ülkede bulunan Türk vatandaşının, yabancı ülkede bulunan eşinin veya eşinin ailesinin, Türk vatandaşı olarak yasal olarak aile birliğini koruyabil",
19,google/gemma-2-2b-it,Yerleşme hürriyetinin korunmasında devletin rolü nedir,"Devlet, yerleşme hürriyetini korumakla yükümlüdür. bu, yasal düzenlemeler yaparak, denetim mekanizmaları kurarak ve ihlalleri önleyerek gerçekleştirilir.","Yerleşme hürriyetinin korunması, temel haklar ve özgürlükler alanında devletin önemli bir rol oynamaktadır. Devlet, yerleşme hürriyetini korumak için aşağıdaki görevleri yerine getirmektedir:

* **Yerleşme hakkının",
20,google/gemma-2-2b-it,Özel sektörde mobbinge maruz kaldım ne yapmalıyım,Anayasa'nın 49. maddesi çalışma hakkını güvence altına alır. özel sektörde mobbinge maruz kaldıysanız işvereninize durumu bildirerek çözüm talep etmeli ve gerekirse i̇ş mahkemesi'ne başvurarak tazminat talep edebilirsiniz.,"Mobbinge maruz kalmak, özellikle özel sektörde, işyerinde meydana gelen bir sorun olarak karşımıza çıkabilir. Bu durum, hem fiziksel hem de psikolojik olarak sizi olumsuz etkileyebilir. 

**İşte size bazı öneriler:**",
21,google/gemma-2-2b-it,"Kamu iktisadi teşebbüslerinin asli ve sürekli görevleri, memurlar ve diğer kamu görevlileri eliyle yürütülmemektedir. Bu durum Anayasanın 128. Maddesi'ne uygun mudur?","Hayır, Anayasanın 128. Maddesi, kamu iktisadi teşebbüslerinin asli ve sürekli görevlerinin memurlar ve diğer kamu görevlileri eliyle yürütülmesini öngörür. Bu durum maddeye aykırıdır.","**Evet, Anayasanın 128. Maddesi'ne uyguntur.**

**Açıklama:**

Anayasanın 128. Maddesi, kamu iktisadi teşebbüslerinin asli ve sürekli görevlerini yürütmekle yükümlü olduğunu",
22,google/gemma-2-2b-it,"Bir televizyon dizisinde, vergi yükümlülüğünün keyfi olarak belirlenebileceği savunulmuştur. Bu durum Anayasanın 73. Maddesi ile nasıl çelişir?","Anayasanın 73. Maddesi, herkesin kamu giderlerini karşılamak üzere mali gücüne göre vergi ödemekle yükümlü olduğunu belirtir. Bu tür bir savunma bu maddeye aykırıdır.","Anayasanın 73. maddesi, vergi yükümlülüğünün adil ve eşit şekilde dağıtılmasını gerektirir. Bu nedenle, vergi yükümlülüğünün keyfi olarak belirlenmesi, Anayasanın 73. maddes",
23,google/gemma-2-2b-it,"Bir öğrenci, okulda tarih, kültür ve tabiat varlıklarının korunma hakkının herhangi bir yasal dayanak olmadan kısıtlanması gerektiğini savunmaktadır. Bu durum Anayasanın 63. Maddesi ile nasıl çelişir?","Anayasanın 63. Maddesi, devletin tarih, kültür ve tabiat varlıklarını koruma yükümlülüğüne sahip olduğunu belirtir. Bu tür bir savunma Anayasa'ya aykırıdır.","Anayasanın 63. maddesi, ""Her vatandaşın doğasına uygun olarak, yaşam hakkını ve yaşamın bütün yönlerini koruyabileceği"" bir hak tanımaktadır. Bu hak, öğrencinin tarih, kültür ve tabiat varlıklarının korunması için bir",
24,google/gemma-2-2b-it,Akıl hastalığı sebebiyle boşanma nasıl açılır?,"Akıl hastalığı sebebiyle boşanma davası, eşlerden birinin akıl hastalığı olması durumunda açılır.","Akıl hastalığı sebebiyle boşanma, **hukuki olarak mümkün değildir**. 

**Açıklama:**

* Akıl hastalığı, bireyin zihinsel sağlığını olumsuz etkileyen bir durumdur. 
* Bu durum, bireyin kendi karar",
25,google/gemma-2-2b-it,Kooperatiften Çıkma ve Ödemeleri Geri Alma Süreci Nasıl İşler?,"Her Ortağın Kooperatiften Çıkma Hakkı Vardır. Çıkış, Ancak Bir Hesap Senesi Sonu İçin ve En Az 6 Ay Önceden Haber Verilerek Yapılır. Haklı ve Önemli Sebeplerin Varlığı Halinde Kooperatiften Çıkabilir ve Ödediklerinizi İsteyebilirsiniz.","Kooperatiften çıkma ve ödemeleri geri alma süreci, genel olarak aşağıdaki adımlar ile gerçekleşir:

1. **Kooperatif Hakem Heyeti'ne Başvuru:** Kooperatif üyeleri, kooperatif hakimiyetini ve haklarını koruma",
26,google/gemma-2-2b-it,Kamu kurumu niteliğindeki meslek kuruluşlarının eğitim faaliyetleri nelerdir,"Kamu kurumu niteliğindeki meslek kuruluşları, meslek mensuplarına yönelik seminerler, kurslar, sertifika programları ve eğitim faaliyetleri düzenler. bu faaliyetler, mesleki bilgi ve becerilerin artırılmasını hedefler.","Kamu kurumu niteliğindeki meslek kuruluşlarının eğitim faaliyetleri şunlardır:

* **Meslek eğitimi:**  Mesleki beceriler ve bilgi edinme amacıyla düzenlenen eğitim programları.
* **Yükseköğretim:** Kamu kurumları tarafından",
27,google/gemma-2-2b-it,İşkence yasağı nedir?,"İnsan hakları, insanın sırf insan olduğu için sahip olduğu temel hak ve özgürlüklerdir.","İşkence yasağı, **bir kişinin fiziksel veya psikolojik olarak zarar vererek, onu zorlamasını veya baskı yapmasını sağlayan bir davranış** olarak tanımlanabilir. Bu yasağın amacı, insan haklarının korunması ve bireylerin özgür",
28,google/gemma-2-2b-it,Hüküm nedir?,"İdari yargı, idarenin işlemlerine karşı açılan davaların görüldüğü yargı koludur.","Hüküm, bir hukuk sisteminde, bir yargı kararının sonucu olarak, bir kişinin veya kurumun haklarını veya yükümlülüklerini belirleyen bir yargı kararının sonucu olarak ortaya çıkan bir yargı kararının sonucu olarak ortaya çıkan",
29,google/gemma-2-2b-it,Bilgi edinme ve kamu denetçisine başvurma hakkı hangi durumları kapsar?,"Herkes, bilgi edinme ve kamu denetçisine başvurma hakkına sahiptir. (madde 74)","Bilgi edinme ve kamu denetçisine başvurma hakkı, **işletmelerin kamu kaynaklarını kullanma ve kamu hizmetlerini sunma süreçlerinde** ortaya çıkan **yanlış veya yetersiz bilgi** ve **işletmelerin bu yanlış veya yetersiz bilgiye",
30,google/gemma-2-2b-it,"Sanık, bir spor organizasyonunda kurallara aykırı olarak doping yapıp diğer sporculara haksız avantaj sağlarsa, hangi suçlamalar gündeme gelir?","Sanık, spor organizasyonunda kurallara aykırı olarak doping yapıp diğer sporculara haksız avantaj sağlarsa, 'doping kural ihlali', 'spor etik kurallarını ihlal' ve 'haksız rekabet' suçlarıyla karşılaşabilir. Bu suçlar, disiplin cezaları ve/veya adli cezalarla sonuçlanabilir ve mağdurların zararının tazmini gerekebilir.","Sanık, doping suçlamasıyla karşı karşıya kalabilir. Bu suç, **sporcuların sağlık ve fair play prensiplerine aykırı olarak doping yapması** nedeniyle ortaya çıkar. 

**Ek bilgiler:**

* Doping, sporcuların performansını artır",
31,google/gemma-2-2b-it,Evlatlık ile biyolojik çocuklar arasındaki miras hakkı farkları nelerdir?,"Evlatlık, biyolojik çocuklar gibi mirasçıdır ve aynı haklara sahiptir. ancak evlatlığın biyolojik ailesi ile olan mirasçılık ilişkisi kesilir.","Evlatlık ile biyolojik çocuklar arasındaki miras hakkı farkları şunlardır:

* **Evlatlık çocuklar:**  Evlatlık ile biyolojik çocuklar arasında miras hakkı farkı, evlatlık çocukların miras alabilme şartlarını karşılamadığı durumlarda",
32,google/gemma-2-2b-it,"Bir milletvekili, parlamentoda dernek kurma hakkının herhangi bir yasal dayanak olmadan kısıtlanabileceğini savunmaktadır. Bu durum Anayasanın 32. Maddesi ile nasıl çelişir?","Anayasanın 32. Maddesi, herkesin önceden izin almaksızın dernek kurma hakkına sahip olduğunu belirtir. Bu tür bir savunma bu maddeye aykırıdır.","Anayasanın 32. maddesi, derneklerin kurulması ve faaliyetleri hakkında genel bir yasal düzenleme sunar. Milletvekili, bu yasal düzenlemeyi çiğnemeye çalışırken, Anayasa'nın 32. maddesi",
33,google/gemma-2-2b-it,"Anayasa madde 136'ya göre, diyanet i̇şleri başkanlığı'nın kuruluşu ve görevlerinin sınırlandırılması hangi koşullarda yapılabilir","Anayasa madde 136'ya göre, diyanet i̇şleri başkanlığı'nın kuruluşu ve görevlerinin sınırlandırılması, sadece genel idare içinde yer alma, laiklik ilkesi doğrultusunda çalışma, siyasi görüş ve düşüncelerin dışında kalma ve milletçe dayanışma ve bütünleşmeyi amaç edinme şartı ile yapılabilir. bu sınırlamalar, başkanlığın özerkliğini ihlal etmemeli ve ölçülülük ilkesine uygun olmalıdır.","Anayasa madde 136'ya göre, Diyanet İşleri Başkanlığı'nın kuruluşu ve görevlerinin sınırlandırılması, **hukuksal ve yasal yollarla** yapılabilir.",
34,google/gemma-2-2b-it,Anayasanın 143. Maddesi Nedir?,"Anayasanın 143. maddesi, devlet güvenlik mahkemelerine ilişkin hükümleri içerir.","Anayasanın 143. maddesi, **""İnsan Hakları ve Özgürlükler""**'i düzenleyen maddedir.",
35,google/gemma-2-2b-it,Hangi tür bilgiler özel nitelikli kişisel veri olarak kabul edilir?,"Irkı, etnik kökeni, siyasi düşüncesi, felsefi inancı, dini, mezhebi, diğer inançları, kılık ve kıyafeti, dernek, vakıf ya da sendika üyeliği, sağlığı, cinsel hayatı, ceza mahkumiyeti ve güvenlik tedbirleriyle ilgili verileri ile biyometrik ve genetik bilgiler.","**Özel nitelikli kişisel veriler, kişinin kimliğini, sağlık durumunu, dini inançlarını, aile yapısını, siyasi görüşlerini, sosyal durumunu, finansal durumunu, cinsiyetini, cinsiyet kimliği, cinsel yönelimi, eş",
36,google/gemma-2-2b-it,Tbmm başkanlık divanında kimler bulunur?,"Türkiye büyük millet meclisinin başkanlık divanı, meclis üyeleri arasından seçilen meclis başkanı, başkanvekilleri, katip üyeler ve i̇dare amirlerinden oluşur. (madde 94)","Tbmm başkanlık divanında **Başkan, Başkan Yardımcısı ve Üye** bulunur.",
37,google/gemma-2-2b-it,Kvk kurulu üyeleri hangi durumlarda görevden alınır?,"Seçilmek için gereken şartları taşımadıklarının sonradan anlaşılması, görevleriyle ilgili olarak işledikleri suçlardan dolayı haklarında verilen mahkumiyet kararının kesinleşmesi, görevlerini yerine getiremeyeceklerinin sağlık kurulu raporuyla kesin olarak tespit edilmesi, görevlerine izinsiz, mazeretsiz ve kesintisiz olarak on beş gün ya da bir yılda toplam otuz gün süreyle devam etmediklerinin tespit edilmesi, bir ay içinde izinsiz ve mazeretsiz olarak toplam üç, bir yıl içinde toplam on kurul toplantısına katılmadıklarının tespit edilmesi hallerinde kvk kurulu kararıyla üyelikleri sona erer. (kvkk md.21/f.13)","KVK kurulu üyeleri, **yasal zorunluluklar nedeniyle** görevden alınır. Bu zorunluluklar şunlardır:

* **Yasal süreçler:** KVK kurulu üyeleri, yasal süreçler içerisinde görevden alınır",
38,google/gemma-2-2b-it,"Bir üniversite profesörü, dersinde sağlıklı ve dengeli bir çevrede yaşama hakkının keyfi olarak kısıtlanabileceğini savunmuştur. Bu durum Anayasanın 56. Maddesi ile nasıl çelişir?","Anayasanın 56. Maddesi, herkesin sağlıklı ve dengeli bir çevrede yaşama hakkına sahip olduğunu belirtir. Bu tür bir savunma bu maddeye aykırıdır.","Anayasanın 56. maddesi, herkesin sağlıklı ve dengeli bir çevrede yaşama hakkına sahip olduğunu belirtir. Profesörün savunduğu görüş, bu hakkın kısıtlanabileceği fikrini destekler. Bu, Anayasanın",
39,google/gemma-2-2b-it,"Anayasa madde 73, vergi ödevi yükümlülüğünün ihlali durumunda ne tür hukuki mekanizmalar devreye girer","Anayasa madde 73'e göre, vergi ödevi yükümlülüğünün ihlali durumunda, vatandaşların hukuki yollara başvurarak haklarını arama ve ihlallerin giderilmesini talep etme hakkı vardır. devlet, vergi ödevi yükümlülüğünü korumak ve ihlallerin engellenmesini sağlamakla yükümlüdür.","Anayasa madde 73'e göre vergi ödevi yükümlülüğünün ihlali durumunda, **hukuki mekanizmalar** devreye girer. Bu mekanizmalar, **vergi mahkemesi** ve **yargı sisteminin",
40,google/gemma-2-2b-it,Eğitim ve öğrenim hakkının ihlali durumunda başvuru yolları nelerdir,"Eğitim ve öğrenim hakkının ihlali durumunda bireyler ulusal yargı mercilerine başvurabilir, eğitim kurumlarına şikayette bulunabilir ve uluslararası insan hakları mekanizmalarına müracaat edebilir.","Eğitim ve öğrenim hakkının ihlali durumunda başvuru yolları şunlardır:

* **Yargıtay:** Eğitim ve öğrenim hakkının ihlali, yasal bir hak olarak kabul edilir. Bu nedenle, yargıtay'a baş",
41,google/gemma-2-2b-it,Arsamızın yol genişletilmesi nedeniyle 50 m²'lik bir kısmı kamulaştırılacak. yeni arsa ölçülerinden dolayı yapacağımız ev daha küçük olacak. kazanılmış hakkımızı kaybeder miyiz?,"Evet, kamulaştırma nedeniyle değer kaybı meydana geliyorsa, bunun tazmini için mahkeme bilirkişiler belirleme yapacaktır. i̇darece önerilen bedeli kabul etmemeli ve bedel tespit davası açmalısınız.","Hayır, kamulaştırma işlemi sonucunda kazanılmış hakkınız kaybedilmez. 

**Açıklama:**

Kamulaştırma işlemi, kamu yararı için bir alana sahip olma hakkını elde eden kişiler için bir hak kaybı olarak kabul edilir",
42,google/gemma-2-2b-it,Tahrik nedir?,"Tahrik, bir kişinin aklının ve iradesinin bir suç işlemekten ciddi bir şekilde etkilenmesi sonucu, işlediği suçun cezasının hafifletilmesine neden olabilen bir durumdur.","Tahrik, bir kişinin, bir başka kişinin veya bir kuruluşun, bir hukuki işlem veya eylemi yapmasını veya bir hukuki işlem veya eylemi reddetmesini sağlamak için, bir kişi veya kuruluş tarafından yapılan bir eylemdir. 

**Açıklama:**",
43,google/gemma-2-2b-it,"Anayasa madde 68'e göre, siyasi partiler kurma hakkının sınırlandırılması hangi koşullarda yapılabilir","Anayasa madde 68'e göre, siyasi partiler kurma hakkının sınırlandırılması, ancak kanunla ve demokratik toplum düzeninin gereklerine uygun olarak yapılabilir. bu sınırlamalar, bu hakkı ihlal etmemeli ve ölçülülük ilkesine uygun olmalıdır.","Anayasa madde 68'e göre, siyasi partiler kurma hakkının sınırlandırılması **halkın güvenliğini tehdit eden veya siyasi faaliyetlerde yasal sınırları aşan** bir durum veya **halkın temel hak ve özgürlüklerini",
44,google/gemma-2-2b-it,Anayasanın 84. Maddesiyle İlgili Tartışmalar Nelerdir?,Milletvekilliğinin düşme sebepleri ve süreçlerinin sınırları ve uygulanması üzerine tartışmalar olabilir.,"Anayasanın 84. Maddesiyle ilgili tartışmalar, **""İnsan Hakları ve Özgürlükler""** konusundaki tartışmalardır. Bu madde, Türkiye Cumhuriyeti'nin temel ilkelerini ve vatandaşların haklarını belirlerken",
45,google/gemma-2-2b-it,Dedemden kalan malın paylaşımı hakkında sorun yaşıyoruz. ne yapmalıyız?,"Miras paylaşımı konusunda zorlanıyorsanız, miras hukukunda uzman bir avukattan profesyonel yardım almanız yararlı olacaktır.","Dedemden kalan malın paylaşımı konusunda sorun yaşadığınızı duymak üzücü. Bu konuda, öncelikle **hukuki bir çözüm bulmak için bir avukat ile görüşmeniz** en önemli adım olacaktır. Avukat, sizin durumunuzu detaylı bir şekilde değerlendire",
46,google/gemma-2-2b-it,"Anayasa madde 101, cumhurbaşkanının seçilme koşullarının sınırlandırılmasını nasıl düzenler","Anayasa madde 101, cumhurbaşkanının seçilme koşullarının sınırlandırılmasını, kırk yaşını doldurmuş, yükseköğrenim yapmış, milletvekili seçilme yeterliliğine sahip türkiye cumhuriyeti vatandaşı olma şartı ile düzenler. bu sınırlamalar, cumhurbaşkanının seçilme koşullarını ihlal etmemeli ve ölçülülük ilkesine uygun olmalıdır. bu hüküm, cumhurbaşkanının seçilme koşullarının korunmasını ve sınırlamaların keyfi olmamasını sağlar.","Anayasa madde 101, cumhurbaşkanının seçilme koşullarını **sınırlandırma** konusunda **yönetmelik** ve **yönerge** ile düzenler.",
47,google/gemma-2-2b-it,TBMM'nin Bilgi Edinme ve Denetim Yetkisi Hangi Anayasa Maddesinde Belirtilmiştir?,98. maddede.,"**TBMM'nin Bilgi Edinme ve Denetim Yetkisi, Anayasa madde 59'da belirtilmiştir.**",
48,google/gemma-2-2b-it,"Tüketici, satın aldığı ayıplı mal için hangi haklara sahiptir?","6502 sayılı Tüketicinin Korunması Hakkında Kanun'a göre, tüketici, satın aldığı ayıplı mal için ücretsiz onarım, malın değiştirilmesi, bedel indirimi veya bedel iadesi talep edebilir. Yargıtay içtihatları, tüketicinin bu haklarını kullanabilmesi için ayıbın varlığını ispatlaması gerektiğini vurgular.","Tüketici, satın aldığı ayıplı mal için **tüm tüketici haklarına** sahiptir. Bu haklar şunlardır:

* **İade:** Ayıplı malı iade edebilir.
* **Değiştirme:** Ayıplı",
49,google/gemma-2-2b-it,Herhangi bir gerçek veya tüzel kişi aynı zamanda hem veri sorumlusu hem de veri işleyen olabilir mi?,"Veri sorumlusu, kişisel verilerin işleme amaçlarını ve vasıtalarını belirleyen, veri kayıt sisteminin kurulmasından ve yönetilmesinden sorumlu olan gerçek veya tüzel kişidir. bu kişiler, gerçek kişiler olabileceği gibi, kamu kurumları, şirketler, dernekler veya vakıflar gibi tüzel kişiler de olabilecektir.","Evet, herhangi bir gerçek veya tüzel kişi aynı zamanda hem veri sorumlusu hem de veri işleyen olabilir. 

**Açıklama:**

Veri sorumlusu, veriye erişim, kullanımı ve paylaşımına ilişkin sorumluluğu üstlenir.",
