index,model_name,question,reference_answer,model_answer,error
10,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 129'a göre, devlet memurları ve diğer kamu görevlilerinin görev ve sorumluluklarının korunması için hangi şartlar sağlanmalıdır?","Anayasa madde 129, devlet memurları ve diğer kamu görevlilerinin görev ve sorumluluklarının korunması için, kamu görevlilerinin anayasaya ve kanunlara sadakatle bağlı kalmaları, halkın hizmetinde dürüstlükle çalışmaları, tarafsız davranmaları ve amirlerine itaat etmeleri şartını anayasal güvence altına alarak güvenceler sağlar.","Anayasa madde 129'a göre, devlet memurları ve diğer kamu görevlilerinin görev ve sorumluluklarının korunması için, görevde bulunmaları için yetki ve yetenekleri olması, görevde bulunmaları için uygun being, görevde bulunmaları için uygun being, görevde bulunmaları için uygun being, görevde bulunmaları için uygun being, görevde bulunmaları için uygun being, görevde bulunmaları için uygun being, görevde bulunmaları için uygun being, görevde bulun",
11,meta-llama/Llama-3.2-3B-Instruct,Milletvekilliğinin düşmesi kararına itiraz nasıl yapılır,"Milletvekilliğinin düşmesi kararına, anayasa mahkemesi'ne bireysel başvuru yapılarak itiraz edilebilir. anayasa mahkemesi, kararın anayasal ve yasal esaslara uygunluğunu denetler.","Milletvekilliğinin düşmesi kararına itiraz, milletvekilliği kurulu tarafından toplanan ve majority oyu ile kabul edilen bir kararnameye imza atarak veya milletvekilliği kurulu'na yazılı olarak itiraz edilebilir.",
12,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 151, anayasa mahkemesi'ne bireysel başvuru yapma yetkisinin sınırlandırılmasını nasıl düzenler","Anayasa madde 151, anayasa mahkemesi'ne bireysel başvuru yapma yetkisinin sınırlandırılmasını, anayasa'da güvence altına alınmış temel hak ve özgürlüklerin, avrupa i̇nsan hakları sözleşmesi kapsamındaki hakların kamu gücü tarafından ihlal edildiği iddiasıyla ve olağan kanun yollarının tüketilmesinden sonra bireysel başvuru yapılma şartı ile düzenler. bu sınırlamalar, bireysel başvuru yapma yetkisini ihlal etmemeli ve ölçülülük ilkesine uygun olmalıdır. bu hüküm, bireysel başvuru yapma yetkisinin korunmasını ve sınırlamaların keyfi olmamasını sağlar.","Anayasa madde 151, anayasa mahkemesi'ne bireysel başvuru yapma yetkisinin sınırlandırılmasını düzenler. Bu madde, bireysel başvuru yapma yetkisinin sınırlarını belirler ve bu yetkiyi sınırlayan kuralları düzenler. Bu madde, anayasa mahkemesi'ne bireysel başvuru yapma yetkisinin sınırlarını belirler ve bu",
13,meta-llama/Llama-3.2-3B-Instruct,Beyanname nedir?,"Katma değer vergisi, mal ve hizmet teslimlerinde alınan, nihai tüketicinin ödediği dolaylı bir vergidir.","Beyanname, bir kişi veya kuruluşun varlığını, faaliyetlerini ve malvarlığını, bir dizi bilgilere dayanan bir belgedir. Bu bilgilere, malvarlığı, faaliyetler, varlık, işyeri, bankalar, mal varlığı, mal varlığı ve diğer ilgili bilgilere dayanan bir belgedir.",
14,meta-llama/Llama-3.2-3B-Instruct,İşsizlik maaşı nasıl hesaplanır?,"İşsizlik maaşı, son 4 aylık brüt kazançların ortalaması alınarak hesaplanır. brüt kazancın %40'ı oranında maaş ödenir.","İşsizlik maaşı, işsiz kalma süresi, işsizlik maaşı alabilen kişiye ait aylık geliri, emekli maaşı, social security primi ve diğer gelirleri ile işsizlik maaşı alamayan kişiye ait aylık geliri, emekli maaşı, social security primi ve diğer gelirleri hesaplanarak hesaplanır.",
15,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 9'a göre, yargı yetkisinin tarafsız ve bağımsız bir şekilde kullanılması nasıl sağlanır","Anayasa madde 9'a göre, yargı yetkisinin tarafsız ve bağımsız bir şekilde kullanılması, yargı organlarının karar verirken hiçbir baskı, etki veya müdahale altında kalmadan hareket etmeleri ile sağlanır. yargı organları, yargı yetkisini millet adına kullanarak adaletin tarafsız ve objektif bir şekilde sağlanmasını temin eder. bu hüküm, yargı organlarının bağımsızlığını ve tarafsızlığını güvence altına alır.","Anayasa madde 9'a göre, yargı yetkisinin tarafsız ve bağımsız bir şekilde kullanılması, yargı organlarının bağımsızlığını, bağımsızlığını ve tarafsızlığını sağlamak için yargı organlarının kuruluşu, görev ve yetkileri ile yargı organlarının işleyişine ilişkin usul ve esaslar ile yargı organlarının disiplinini ve disiplin kurallarını düzenleyen yasalar ile sağ",
16,meta-llama/Llama-3.2-3B-Instruct,Kira tespit davası nedir?,"Kira tespit davası, kira bedelinin taraflar arasında anlaşmazlık konusu olması durumunda, kira bedelinin mahkeme tarafından belirlenmesi için açılan davadır.","Kira tespit davası, kira bedelinin belirlenmesi ve kira bedelinin ödenmesi için yapılan dava türüdür.",
17,meta-llama/Llama-3.2-3B-Instruct,Şiddet mağdurları için hangi tedbirler alınabilir?,"Aile mahkemesi, şiddete yönelik söz ve davranışlarda bulunulmaması, müşterek evden uzaklaştırma gibi tedbirler alabilir.","Şiddet mağdurlarına, şiddete karşı yaptırımlar, social service ve psikolojik destek gibi tedbirler alınabilir.",
18,meta-llama/Llama-3.2-3B-Instruct,"Devlet, yabancı ülkelerde çalışan türk vatandaşlarının aile birliğini nasıl korur?","Devlet, yabancı ülkelerde çalışan türk vatandaşlarının aile birliğinin, çocuklarının eğitiminin, kültürel ihtiyaçlarının ve sosyal güvenliklerinin sağlanması, anavatanla bağlarının korunması ve yurda dönüşlerinde yardımcı olunması için gereken tedbirleri alır. (madde 62)","Devlet, yabancı ülkelerde çalışan Türk vatandaşlarının aile birliğini korumak için, bu vatandaşların evlatlık olarak alınıp getirdiği çocukları, Türkiye'de doğum yapmalarını ve bu çocukların Türk vatandaşı olmasını sağlar. Bu çocuklar, Türk vatandaşı olarak doğduktan sonra, Türkiye'de doğum yapmaları halinde, Türk vatandaşı olarak kabul edilirler. Bu şekilde, aile birliğini korur ve bu çocuklar",
19,meta-llama/Llama-3.2-3B-Instruct,Yerleşme hürriyetinin korunmasında devletin rolü nedir,"Devlet, yerleşme hürriyetini korumakla yükümlüdür. bu, yasal düzenlemeler yaparak, denetim mekanizmaları kurarak ve ihlalleri önleyerek gerçekleştirilir.","Yerleşme hürriyetinin korunması için devlet, yerleşme alanlarının sınırlarını belirler, yerleşme alanlarının korunmasını sağlar ve yerleşme alanlarında yaşayanların hak ve özgürlüklerini korur.",
20,meta-llama/Llama-3.2-3B-Instruct,Özel sektörde mobbinge maruz kaldım ne yapmalıyım,Anayasa'nın 49. maddesi çalışma hakkını güvence altına alır. özel sektörde mobbinge maruz kaldıysanız işvereninize durumu bildirerek çözüm talep etmeli ve gerekirse i̇ş mahkemesi'ne başvurarak tazminat talep edebilirsiniz.,"Mobbingi işvereninizle bildirdiğiniz takdirde, işvereniniz bu behaviorı durdurmak için gerekli önlemleri almalıdır. Bu önlemlerden sonra, mobbingi devam ettirdiği tespit edilen işveren, işverenle iş sözleşmesi arasında bir anlaşma yapabilir ya da işveren, işverenle iş sözleşmesi arasında bir anlaşma yapamıyorsa, işveren, işverene mob",
21,meta-llama/Llama-3.2-3B-Instruct,"Kamu iktisadi teşebbüslerinin asli ve sürekli görevleri, memurlar ve diğer kamu görevlileri eliyle yürütülmemektedir. Bu durum Anayasanın 128. Maddesi'ne uygun mudur?","Hayır, Anayasanın 128. Maddesi, kamu iktisadi teşebbüslerinin asli ve sürekli görevlerinin memurlar ve diğer kamu görevlileri eliyle yürütülmesini öngörür. Bu durum maddeye aykırıdır.","Hayır, bu durum Anayasanın 128. Maddesi'ne uygun değildir. Anayasanın 128. Maddesi'ne göre kamu iktisadi teşebbüslerinin asli ve sürekli görevleri, memurlar ve diğer kamu görevlileri eliyle yürütülmemektedir. Bu durum Anayasanın 128. Maddesi'ne aykırıdır.",
22,meta-llama/Llama-3.2-3B-Instruct,"Bir televizyon dizisinde, vergi yükümlülüğünün keyfi olarak belirlenebileceği savunulmuştur. Bu durum Anayasanın 73. Maddesi ile nasıl çelişir?","Anayasanın 73. Maddesi, herkesin kamu giderlerini karşılamak üzere mali gücüne göre vergi ödemekle yükümlü olduğunu belirtir. Bu tür bir savunma bu maddeye aykırıdır.","Anayasanın 73. Maddesi, vergi yükümlülüğünün keyfi olarak belirlenmesine karşı protection sağlar. Bu maddedeki protection, vergi yükümlülüğünün belirlenmesine ilişkin her türlü yaptırımları, yaptırımları, yaptırımları, yaptırımları, yaptırımları, yaptırımları, yaptırımları, yaptırımları, yaptırımları",
23,meta-llama/Llama-3.2-3B-Instruct,"Bir öğrenci, okulda tarih, kültür ve tabiat varlıklarının korunma hakkının herhangi bir yasal dayanak olmadan kısıtlanması gerektiğini savunmaktadır. Bu durum Anayasanın 63. Maddesi ile nasıl çelişir?","Anayasanın 63. Maddesi, devletin tarih, kültür ve tabiat varlıklarını koruma yükümlülüğüne sahip olduğunu belirtir. Bu tür bir savunma Anayasa'ya aykırıdır.","Anayasanın 63. Maddesi, kamuoyu huzursuzluğunu ve protesto hareketlerini bastırma gibi yollarla kamuoyu huzursuzluğunu bastırma gibi yollarla kamuoyu huzursuzluğunu bastırma gibi yollarla kamuoyu huzursuzluğunu bastırma gibi yollarla kamuoyu huzursuzluğunu bastırma gibi yollarla kamuoyu huzursuzluğunu bast",
24,meta-llama/Llama-3.2-3B-Instruct,Akıl hastalığı sebebiyle boşanma nasıl açılır?,"Akıl hastalığı sebebiyle boşanma davası, eşlerden birinin akıl hastalığı olması durumunda açılır.",Boşanma davası açmak için davanın açılma esnasında dava tutanının akli durumunu ispat etmek gerekir. Bu durumun ispatı için dava tutanının rönesans testi ile rönesans testi ile rönesans testi ile rönesans testi ile rönesans testi ile rönesans testi ile rönesans testi ile rönesans testi ile,
25,meta-llama/Llama-3.2-3B-Instruct,Kooperatiften Çıkma ve Ödemeleri Geri Alma Süreci Nasıl İşler?,"Her Ortağın Kooperatiften Çıkma Hakkı Vardır. Çıkış, Ancak Bir Hesap Senesi Sonu İçin ve En Az 6 Ay Önceden Haber Verilerek Yapılır. Haklı ve Önemli Sebeplerin Varlığı Halinde Kooperatiften Çıkabilir ve Ödediklerinizi İsteyebilirsiniz.","Kooperatiften çıkma ve ödemeleri geri alma işlemleri, kooperatif kurulu tarafından belirlenen usul ve esaslar çerçevesinde yapılır. Kooperatifin kurulu toplantısında, memberlerin çıkma ve ödemenin geri alma talepleri görüşülür. Kooperatifin kurulu, memberin çıkma ve ödemenin geri alma taleplerini kabul veya reddi ile belirlenir. Kooperatif",
26,meta-llama/Llama-3.2-3B-Instruct,Kamu kurumu niteliğindeki meslek kuruluşlarının eğitim faaliyetleri nelerdir,"Kamu kurumu niteliğindeki meslek kuruluşları, meslek mensuplarına yönelik seminerler, kurslar, sertifika programları ve eğitim faaliyetleri düzenler. bu faaliyetler, mesleki bilgi ve becerilerin artırılmasını hedefler.","Kamu kurumu niteliğindeki meslek kuruluşlarının eğitim faaliyetleri; eğitim programları, konferanslar, workshoplar, seminerler, kurslar ve diğer eğitim faaliyetleri ile sınırlı değildir. Ayrıca, kamu kurumu niteliğindeki meslek kuruluşları, eğitim ve training programları sunmak için de özel eğitim kurumları kurabilir.",
27,meta-llama/Llama-3.2-3B-Instruct,İşkence yasağı nedir?,"İnsan hakları, insanın sırf insan olduğu için sahip olduğu temel hak ve özgürlüklerdir.","İşkence yasağı, bir bireyin fiziksel, zihinsel veya manevi olarak zarar görmesini engellemek için yaptırımların ve cezaların işkenceye dönüştürülmesini önleyen bir yasa ve politikadır. İşkence yasağı, bireylerin hak ve özgürlüklerini koruma amacını taşır.",
28,meta-llama/Llama-3.2-3B-Instruct,Hüküm nedir?,"İdari yargı, idarenin işlemlerine karşı açılan davaların görüldüğü yargı koludur.","Yargıçın, yargılamayı tamamladıktan sonra, yargılamayı durdurmak, yargılamayı yenilemek, yargılamayı yenilemek, yargılamayı yenilemek, yargılamayı yenilemek, yargılamayı yenilemek, yargılamayı yenilemek, yargılamayı yenilemek, yargılamayı yenilemek, y",
29,meta-llama/Llama-3.2-3B-Instruct,Bilgi edinme ve kamu denetçisine başvurma hakkı hangi durumları kapsar?,"Herkes, bilgi edinme ve kamu denetçisine başvurma hakkına sahiptir. (madde 74)","Bilgi edinme ve kamu denetçisine başvurma hakkı, kamuoyu ve kamuoyu ile kamuoyu arasında bir fark yoktur. Kamuoyu ile kamuoyu arasında bir fark yoktur. Kamuoyu ile kamuoyu arasında bir fark yoktur. Bilgi edinme ve kamu denetçisine başvurma hakkı, kamuoyu ile kamuoyu arasında bir fark yoktur. Kamuoyu ile kamuoyu arasında bir fark yoktur. Kamuoyu ile",
30,meta-llama/Llama-3.2-3B-Instruct,"Sanık, bir spor organizasyonunda kurallara aykırı olarak doping yapıp diğer sporculara haksız avantaj sağlarsa, hangi suçlamalar gündeme gelir?","Sanık, spor organizasyonunda kurallara aykırı olarak doping yapıp diğer sporculara haksız avantaj sağlarsa, 'doping kural ihlali', 'spor etik kurallarını ihlal' ve 'haksız rekabet' suçlarıyla karşılaşabilir. Bu suçlar, disiplin cezaları ve/veya adli cezalarla sonuçlanabilir ve mağdurların zararının tazmini gerekebilir.","Doping suçu, haksız advantage suçu ve sportsmanlık kurallarına aykırı davranış suçu.",
31,meta-llama/Llama-3.2-3B-Instruct,Evlatlık ile biyolojik çocuklar arasındaki miras hakkı farkları nelerdir?,"Evlatlık, biyolojik çocuklar gibi mirasçıdır ve aynı haklara sahiptir. ancak evlatlığın biyolojik ailesi ile olan mirasçılık ilişkisi kesilir.","Evlatlık ve biyolojik çocuklar arasındaki miras hakkı farkları, mirasçıların mirasın payını belirleyen temel faktörler arasında yer alır. Birinci olarak, mirasçıların mirasın payını belirleyen temel faktörler arasında evlatlık ve biyolojik çocuklar arasındaki fark yer alır. Evlatlık mirasçıları, biyolojik çocuklara göre daha az miras hakları sahiptir. Bu, mirasçıların miras",
32,meta-llama/Llama-3.2-3B-Instruct,"Bir milletvekili, parlamentoda dernek kurma hakkının herhangi bir yasal dayanak olmadan kısıtlanabileceğini savunmaktadır. Bu durum Anayasanın 32. Maddesi ile nasıl çelişir?","Anayasanın 32. Maddesi, herkesin önceden izin almaksızın dernek kurma hakkına sahip olduğunu belirtir. Bu tür bir savunma bu maddeye aykırıdır.","Anayasanın 32. Maddesi, dernek kurma hakkını sınırlamaktan öte, dernek kurma hakkının herhangi bir yasal dayanak olmadan kısıtlanmasını de yasaklamaktadır. Bu nedenle milletvekili, parlamentoda dernek kurma hakkının herhangi bir yasal dayanak olmadan kısıtlanabileceğini savunması Anayasanın 32. Maddesi ile çelişir.",
33,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 136'ya göre, diyanet i̇şleri başkanlığı'nın kuruluşu ve görevlerinin sınırlandırılması hangi koşullarda yapılabilir","Anayasa madde 136'ya göre, diyanet i̇şleri başkanlığı'nın kuruluşu ve görevlerinin sınırlandırılması, sadece genel idare içinde yer alma, laiklik ilkesi doğrultusunda çalışma, siyasi görüş ve düşüncelerin dışında kalma ve milletçe dayanışma ve bütünleşmeyi amaç edinme şartı ile yapılabilir. bu sınırlamalar, başkanlığın özerkliğini ihlal etmemeli ve ölçülülük ilkesine uygun olmalıdır.","Anayasa madde 136'e göre, diyanet i̇şleri başkanlığı'nın kuruluşu ve görevlerinin sınırlandırılması, cumhuriyetin ilhakedilmesinden sonra, cumhuriyetin sınırları içinde bulunan her yerlerde, cumhuriyetin sınırları dışında bulunan her yerde, cumhuriyetin sınırları içinde bulunan her yerin bir kısmında, cumhuriyetin sını",
34,meta-llama/Llama-3.2-3B-Instruct,Anayasanın 143. Maddesi Nedir?,"Anayasanın 143. maddesi, devlet güvenlik mahkemelerine ilişkin hükümleri içerir.","Anayasanın 143. Maddesi, Anayasanın 143. maddesinde, Anayasanın 143. maddesinde, Anayasanın 143. maddesinde, Anayasanın 143. maddesinde, Anayasanın 143. maddesinde, Anayasanın 143. maddesinde, Anayasanın 143. maddesinde, Anayasanın 143. maddesinde, Anayasanın 143. maddesinde,",
35,meta-llama/Llama-3.2-3B-Instruct,Hangi tür bilgiler özel nitelikli kişisel veri olarak kabul edilir?,"Irkı, etnik kökeni, siyasi düşüncesi, felsefi inancı, dini, mezhebi, diğer inançları, kılık ve kıyafeti, dernek, vakıf ya da sendika üyeliği, sağlığı, cinsel hayatı, ceza mahkumiyeti ve güvenlik tedbirleriyle ilgili verileri ile biyometrik ve genetik bilgiler.","Ebeveynlik ve akrabalık ilişkileri, sağlık durumları, mali durumlar, eğitim ve sosyal statü gibi özel nitelikli kişisel veri türleri.",
36,meta-llama/Llama-3.2-3B-Instruct,Tbmm başkanlık divanında kimler bulunur?,"Türkiye büyük millet meclisinin başkanlık divanı, meclis üyeleri arasından seçilen meclis başkanı, başkanvekilleri, katip üyeler ve i̇dare amirlerinden oluşur. (madde 94)","TBMM Başkanlığı Divanında, TBMM Presidenti, TBMM Speaker'i, TBMM Genel Sekreteri ve TBMM Meclis Üyesi, TBMM Meclis Üyesi olarak görev yapmaktadır.",
37,meta-llama/Llama-3.2-3B-Instruct,Kvk kurulu üyeleri hangi durumlarda görevden alınır?,"Seçilmek için gereken şartları taşımadıklarının sonradan anlaşılması, görevleriyle ilgili olarak işledikleri suçlardan dolayı haklarında verilen mahkumiyet kararının kesinleşmesi, görevlerini yerine getiremeyeceklerinin sağlık kurulu raporuyla kesin olarak tespit edilmesi, görevlerine izinsiz, mazeretsiz ve kesintisiz olarak on beş gün ya da bir yılda toplam otuz gün süreyle devam etmediklerinin tespit edilmesi, bir ay içinde izinsiz ve mazeretsiz olarak toplam üç, bir yıl içinde toplam on kurul toplantısına katılmadıklarının tespit edilmesi hallerinde kvk kurulu kararıyla üyelikleri sona erer. (kvkk md.21/f.13)","Kvk kurulu üyeleri, görevden alınır:

- Yeterlilik ve yetenekleri ile görev yapamadıkları durumlarda,
- Yeterlilik ve yetenekleri ile görev yapamadıkları durumlarda,
- Yeterlilik ve yetenekleri ile görev yapamadıkları durumlarda,
- Yeterlilik ve yetenekleri ile görev yapamadıkları durumlarda,
- Yeterlilik ve yetenekleri ile görev yapamadıkları durumlarda,
- Yeter",
38,meta-llama/Llama-3.2-3B-Instruct,"Bir üniversite profesörü, dersinde sağlıklı ve dengeli bir çevrede yaşama hakkının keyfi olarak kısıtlanabileceğini savunmuştur. Bu durum Anayasanın 56. Maddesi ile nasıl çelişir?","Anayasanın 56. Maddesi, herkesin sağlıklı ve dengeli bir çevrede yaşama hakkına sahip olduğunu belirtir. Bu tür bir savunma bu maddeye aykırıdır.","Anayasanın 56. Maddesi, ""Hak ve özgürlüklerin kısıtlanması, yasalar tarafından belirlenir ve her zaman açıkça ve açıkça belirlenmelidir."" Bu maddedeki düzenleme, keyfi kısıtlamalarla ilgili olarak, Anayasanın 56. Maddesi ile çelişir. Bu maddedeki düzenleme, keyfi kısıtlamalarla ilgili olarak, Anayasanın",
39,meta-llama/Llama-3.2-3B-Instruct,"Anayasa madde 73, vergi ödevi yükümlülüğünün ihlali durumunda ne tür hukuki mekanizmalar devreye girer","Anayasa madde 73'e göre, vergi ödevi yükümlülüğünün ihlali durumunda, vatandaşların hukuki yollara başvurarak haklarını arama ve ihlallerin giderilmesini talep etme hakkı vardır. devlet, vergi ödevi yükümlülüğünü korumak ve ihlallerin engellenmesini sağlamakla yükümlüdür.","Anayasa madde 73, vergi ödevi yükümlülüğünün ihlali durumunda, mahkemece dava açılabilir. Mahkeme, vergi ödevi yükümlülüğünün ihlali durumunda, vergi ödemenin yapılmaması ve vergi ödemenin yapılmaması durumunda, vergi ödemenin yapılmaması ve vergi ödemenin yapılmaması durumunda, vergi ödemenin yapılmaması",
40,meta-llama/Llama-3.2-3B-Instruct,Eğitim ve öğrenim hakkının ihlali durumunda başvuru yolları nelerdir,"Eğitim ve öğrenim hakkının ihlali durumunda bireyler ulusal yargı mercilerine başvurabilir, eğitim kurumlarına şikayette bulunabilir ve uluslararası insan hakları mekanizmalarına müracaat edebilir.","Eğitim ve öğrenim hakkının ihlali durumunda, başvuru yolları arasında; Mahkeme, Yargıtay, Yüksek Adalet Mahkemesi ve İcra Dairesi gibi yollar yer alır.",
41,meta-llama/Llama-3.2-3B-Instruct,Arsamızın yol genişletilmesi nedeniyle 50 m²'lik bir kısmı kamulaştırılacak. yeni arsa ölçülerinden dolayı yapacağımız ev daha küçük olacak. kazanılmış hakkımızı kaybeder miyiz?,"Evet, kamulaştırma nedeniyle değer kaybı meydana geliyorsa, bunun tazmini için mahkeme bilirkişiler belirleme yapacaktır. i̇darece önerilen bedeli kabul etmemeli ve bedel tespit davası açmalısınız.","Hayır, kazanılmış hakkınızı kaybedemezsiniz. Kamulaştırılan arsa ölçülerinde ev yapacağınız için size daha küçük bir arsa verilir. Bu da size kazanılmış hakkınızdır.",
